SchoolID,AllSchoolInfoSchoolID,SchoolName,ActualShipDate,EstBookShipDate,MarketingStartDate,MarketingEndDate,IsDonorProject,IsMemberProject,AlumniTouchConsolidatedCount,AlumniTouchConsolidatedEmailCount,AlumniTouchConsolidatedPostcardCount,BEMLOptOutCount,HomeEmailBouncedCount,BusinessEmailBouncedCount,BuyersToRespondentsPercentage,MatchingHouseholdCandidates,MatchingHouseholdUniqueAddresses,MatchingHouseholdUniqueAddressesMoreThan2Candidates,MKTGSummaryAlumniCount,MKTGSummaryAlumniDeceasedRespondentsCount,MKTGSummaryAlumniLivingRespondentsCount,MKTGSummaryAlumniOriginalMarketableRespondentsCount,MKTGSummaryAlumniOriginalMarketableResponseRate,MKTGSummaryAlumniRespondentsCount,MKTGSummaryBuyersCount,MKTGSummarySalesCount,NumberOfBusinessAddressesAdded,NumberOfBusinessAddressesUpdated,NumberOfBusinessAddressesVerified,NumberOfBusinessEmailsUpdated,NumberOfBusinessEmailsVerified,NumberOfBusinessPhoneNumbersAdded,NumberOfBusinessEmailsAdded,NumberOfBusinessPhoneNumbersUpdated,NumberOfBusinessPhoneNumbersVerified,NumberOfCellPhoneNumbersAdded,NumberOfCellPhoneNumbersUpdated,NumberOfCellPhoneNumbersVerified,NumberOfEmployerNamesAdded,NumberOfEmployerNamesUpdated,NumberOfEmployerNamesVerified,NumberOfHomeAddressesAdded,NumberOfHomeAddressesNCOAUpdated,NumberOfHomeAddressesUpdated,NumberOfHomeAddressesVerified,NumberOfHomeEmailsAdded,NumberOfHomeEmailsUpdated,NumberOfHomeEmailsVerified,NumberOfHomePhoneNumbersAdded,NumberOfHomePhoneNumbersUpdated,NumberOfJobTitlesAdded,NumberOfHomePhoneNumbersVerified,NumberOfJobTitlesUpdated,NumberOfJobTitlesVerified,OptOutPercentage,OriginalBusinessEmailBouncedCount,OriginalHomeEmailBouncedCount,ThirdPartyAppendBouncedContributingEmailCount,ThirdPartyAppendContributingEmailBuyerCount,ThirdPartyAppendEmailCandidateContributingEmailCount,ThirdPartyAppendEmailCandidateCount,ThirdPartyAppendNonContributingEmailCount,TotalAlumniBuyersToOrigMarketable,TotalAlumniDeceased,TotalAlumniDeceasedOMRatio,TotalAlumniDeceasedRatio,TotalAlumniDeceasedRespondentsOMRatio,TotalAlumniDeceasedRespondentsRatio,TotalAlumniDonor,TotalAlumniDoNotEmail,TotalAlumniDoNotEmailToOrigMarketable,TotalAlumniDoNotMail,TotalAlumniDoNotMailToOrigMarketable,TotalAlumniDoNotPhone,TotalAlumniDoNotPhoneToOrigMarketable,TotalAlumniDoNotPrint,TotalAlumniDoNotPrintCL,TotalAlumniDoNotPrintCLOMRatio,TotalAlumniDoNotPrintRatio,TotalAlumniIncompleteContactInfo,TotalAlumniIncompleteContactInfoCL,TotalAlumniIncompleteContactInfoCLOMRatio,TotalAlumniIncompleteContactInfoRatio,TotalAlumniLivingRespondentsOMRatio,TotalAlumniLivingRespondentsRatio,TotalAlumniLost,TotalAlumniLostCL,TotalAlumniLostCLOMRatio,TotalAlumniLostRatio,TotalAlumniOriginalEmailable,TotalAlumniOriginalEmailableINTL,TotalAlumniOriginalEmailableINTLToOrigMarketable,TotalAlumniOriginalEmailableToOrigMarketable,TotalAlumniOriginalEmailableUSorCAN,TotalAlumniOriginalEmailableUSorCANToOrigMarketable,TotalAlumniOriginalMailable,TotalAlumniOriginalMailableINTL,TotalAlumniOriginalMailableINTLToOrigMarketable,TotalAlumniOriginalMailableToOrigMarketable,TotalAlumniOriginalMailableUSorCAN,TotalAlumniOriginalMailableUSorCANToOrigMarketable,TotalAlumniOriginalMarketable,TotalAlumniOriginalPhonable,TotalAlumniOriginalPhonableINTL,TotalAlumniOriginalPhonableINTLToOrigMarketable,TotalAlumniOriginalPhonableToOrigMarketable,TotalAlumniOriginalPhonableUSorCAN,TotalAlumniOriginalPhonableUSorCANToOrigMarketable,TotalAlumniOriginalRestrictedPhonable,TotalAlumniOriginalRestrictedPhonableToOrigMarketable,TotalAlumniPriorBuyer,TotalAlumniRemainingEmailable,TotalAlumniRemainingEmailableINTL,TotalAlumniRemainingEmailableINTLToOrigMarketable,TotalAlumniRemainingEmailableToOrigMarketable,TotalAlumniRemainingEmailableUSorCAN,TotalAlumniRemainingEmailableUSorCANToOrigMarketable,TotalAlumniRemainingMailable,TotalAlumniRemainingMailableCL,TotalAlumniRemainingMailableCLToOrigMarketable,TotalAlumniRemainingMailableINTL,TotalAlumniRemainingMailableINTLToOrigMarketable,TotalAlumniRemainingMailableToOrigMarketable,TotalAlumniRemainingMailableUSorCAN,TotalAlumniRemainingMailableUSorCANToOrigMarketable,TotalAlumniRemainingMarketableCandidates,TotalAlumniRemainingMarketableCandidatesCL,TotalAlumniRemainingMarketableCandidatesCLOMRatio,TotalAlumniRemainingMarketableCandidatesRatio,TotalAlumniRemainingPhonable,TotalAlumniRemainingPhonableINTL,TotalAlumniRemainingPhonableINTLToOrigMarketable,TotalAlumniRemainingPhonableToOrigMarketable,TotalAlumniRemainingPhonableUSorCAN,TotalAlumniRemainingPhonableUSorCANToOrigMarketable,TotalAlumniRemainingRestrictedPhonable,TotalAlumniRemainingRestrictedPhonableToOrigMarketable,TotalAlumniRespondentsRatio,TotalAlumniRespondentsToOrigMarketable,TotalAlumniStaff,TotalAlumniVIP,TotalAlumniUncontactable,TotalAlumniUncontactableCL,TotalAlumniUncontactableCLOMRatio,TotalAlumniUncontactableRatio,TotalConstituentsWithClientOriginatedEmployerName,TotalConstituentsWithClientOriginatedJobTitle,TotalConstituentsWithInValidClientOriginatedBusinessEmails,TotalConstituentsWithInValidClientOriginatedHomeEmails,TotalConstituentsWithValidClientOriginatedBusinessPhones,TotalConstituentsWithValidClientOriginatedCellPhones,TotalConstituentsWithValidClientOriginatedHomeEmails,TotalConstituentsWithValidClientOriginatedHomePhones,TotalMarketedTo,TotalNonDeceasedRecords,TotalPCIAmountOrders,TotalPCIAmountPaid,TotalPCIMemDonOrders,TotalPostcardBuncedCandidateCount,TotalPostcardCost,TotalPostcardProfit,TotalPostcardProfitPercentage,ValidClientOriginatedBusinessEmails,ClientDatabaseName,NoProductPitch,OneProductPitch,TwoOrMoreProductPitch,ProductPitchRate,TotalStoriesCollected,TotalStoriesToBePublished,TotalStoriesCompleted,TotalPhotoSubmissions,TotalHasPhotoSubmission,TotalPhotosSubmitted,TotalConstituentsWithPhotoAndIncludedInBook,StoriesToRespondents %,Photos To Stories In Book %
4320,379501,"Tau Epsilon Phi Fraternity, Inc.",2/6/2024,3/8/2024,3/31/2023,9/29/2023,TRUE,FALSE,134399,97514,45073,0,857,18,8.9,1974,965,5,47733,90,2145,2105,6.934378706,2237,199,180,433,103,58,0,0,297,332,8,10,1200,0,0,773,210,145,167,550,817,791,285,232,1159,334,501,1003,376,197,97,0,0,831,9,3,301,301,3,0.66,3575,12,7,0,0,90,1104,3.64,570,1.88,60,0.2,617,644,2,1,23,5063,17,0,7,4,19201,8714,29,40,9501,15,0.05,31.3,9486,31.25,27137,0,0,89.4,27137,89.4,30356,2683,0,0,8.84,2658,8.76,25,0.08,0,7052,11,0.04,23.23,6740,22.2,19073,24099,79.39,0,0,62.83,19073,62.83,21992,27376,90,46,4363,0,0,14.37,4354,14.34,9,0.03,5,7.36,0,1644,90,126,0,0,545,115,0,309,23,0,8261,286,29913,44203,55580,52881,0,6168,14889.0362,37991.6938,68.36,0,Other,193,0,0,0,,,,0,,,,,
4321,379601,Mount Saint Charles Academy,4/22/2024,2/9/2024,2/10/2023,8/11/2023,TRUE,FALSE,63984,50692,16686,0,1210,71,12.67,5394,2327,115,19115,75,1709,1776,13.06747112,1791,226,212,0,0,0,0,0,0,0,0,0,732,280,224,0,0,0,6,217,228,1488,203,261,1090,55,927,0,433,0,0,0,71,1311,96,29,1552,1133,36,1.66,392,3,2,1,0,1019,662,4.87,2730,20.09,1960,14.42,5608,5834,43,29,1312,1354,10,7,13,9,2276,1695,12,12,7750,80,0.59,57.02,7670,56.43,12876,0,0,94.74,12876,94.74,13591,9623,1,0.01,70.8,9601,70.64,21,0.15,599,4136,61,0.45,30.43,2942,21.65,5869,6168,45.38,0,0,43.18,5869,43.18,6750,7019,52,35,4361,1,0.01,32.09,4355,32.04,5,0.04,9,13.13,9,423,993,1037,8,5,2130,4,118,770,371,708,4407,4540,8207,19063,83162,78722,0,332,5483.2782,73239.0918,88.07,181,Raiser's Edge v7.95 or later,352,0,0,0,1046,469,469,68,68,68,63,58.4,13.43
4322,379701,Nicholls State University,5/29/2024,2/9/2024,2/10/2023,8/11/2023,FALSE,TRUE,346841,218311,129978,0,1867,37,12.54,13646,6094,226,50590,133,5339,5447,12.08001597,5482,686,688,0,0,0,0,0,0,0,0,0,2977,596,313,0,0,0,0,375,915,4448,1259,691,2716,163,3014,0,1176,0,0,0,37,1907,194,170,12597,10848,206,1.52,2480,6,5,0,0,2111,375,0.83,2177,4.83,2208,4.9,620,633,1,1,6,894,2,0,12,11,4287,2389,5,8,17781,89,0.2,39.43,17692,39.24,43345,0,0,96.13,43345,96.13,45091,27938,21,0.05,61.96,26836,59.52,1081,2.4,956,23134,70,0.16,51.31,12216,27.09,33826,34264,75.99,0,0,75.02,33826,75.02,37551,38434,85,74,19373,12,0.03,42.96,18514,41.06,847,1.88,11,12.14,82,667,174,288,1,0,3185,2671,28,649,2646,1229,15933,18749,43342,48313,274342,251616,8910,2976,40137.8382,211477.8518,77.09,95,Raiser's Edge v7.95 or later,742,0,0,0,3857,749,747,207,,,,,
4323,379801,Providence College,5/13/2024,2/9/2024,2/10/2023,8/11/2023,TRUE,FALSE,534057,345194,195191,0,6378,2032,12.13,55526,22162,1064,144913,177,10197,10314,17.64917264,10393,1258,1243,0,0,0,0,0,0,0,0,0,4887,1079,579,1167,2694,4710,36,3497,1401,7983,953,1057,6992,280,5607,1680,2460,2972,4049,0,2032,6622,83,40,3236,3236,56,2.15,14187,24,10,0,0,17493,43393,74.25,67967,116.3,46205,79.07,66536,71370,122,46,1116,1503,3,1,17,7,7195,0,0,5,40308,147,0.25,68.97,40161,68.72,56925,0,0,97.41,56925,97.41,58439,48402,0,0,82.82,48251,82.57,151,0.26,1869,23705,105,0.18,40.56,20364,34.85,42758,44550,76.23,0,0,73.17,42758,73.17,45072,46848,80,31,29680,0,0,50.79,29597,50.65,83,0.14,7,17.75,329,5500,433,631,1,0,37040,34356,1303,5628,14941,6489,28520,26524,55762,132856,480471,456804,0,2492,62534.355,394269.985,82.06,4746,Other,1647,0,0,0,6366,1330,1329,345,345,346,321,61.25,24.14
4324,379901,Christian Brothers Academy,2/29/2024,2/2/2024,2/17/2023,8/18/2023,FALSE,FALSE,77687,70133,10622,0,477,381,13.85,1513,698,11,12190,10,719,728,6.560331621,736,101,103,0,0,0,0,0,0,0,0,0,217,163,136,0,0,0,0,185,135,552,116,50,434,21,348,0,204,0,0,0,381,474,60,8,2303,2074,7,0.91,694,6,6,0,0,0,186,1.68,162,1.46,72,0.65,48,48,0,0,1,33,0,0,6,6,632,403,4,5,5230,9,0.08,47.13,5221,47.05,10777,0,0,97.12,10777,97.12,11097,8738,0,0,78.74,8696,78.36,42,0.38,261,5920,6,0.05,53.35,3840,34.6,9510,9687,87.29,0,0,85.7,9510,85.7,10006,10199,92,82,7528,1,0.01,67.84,7493,67.52,34,0.31,6,6.57,41,236,80,84,1,1,4712,4387,249,148,2054,2012,4114,6970,10024,11648,43834,41764,0,398,3494.3348,38269.3252,87.31,949,Raiser's Edge v7.95 or later,111,0,0,0,384,191,191,61,,,,,
4325,380001,"Zeta Phi Beta Sorority, Incorporated",2/13/2025,2/23/2024,2/24/2023,8/25/2023,FALSE,FALSE,349252,295329,110316,0,3043,0,13.74,3369,1492,99,45870,128,19429,18238,52.05948677,19581,2687,2753,0,0,0,0,0,0,0,0,0,12836,0,0,0,0,0,5,3264,2933,13833,82,1272,16411,448,12304,0,3263,0,0,0,0,3131,1,1,199,199,8,7.67,1202,3,3,0,0,0,6431,18.36,6948,19.83,843,2.41,33,33,0,0,118,420,1,0,55,42,1573,0,0,3,33018,126,0.36,94.25,32892,93.89,31618,0,0,90.25,31618,90.25,35033,26534,1,0,75.74,26120,74.56,413,1.18,3244,14366,123,0.35,41.01,14044,40.09,13971,16355,46.68,0,0,39.88,13971,39.88,17365,18095,52,38,2422,1,0,6.91,2369,6.76,52,0.15,43,55.82,0,20,6022,6563,19,13,0,0,0,3007,0,0,32868,3635,36968,44656,1116039,1006516,0,1711,36654.249,969862.181,86.9,0,SalesForce,2070,0,0,0,15438,2702,2694,886,,,,,
4326,380101,Sigma Sigma Sigma Sorority,4/19/2024,2/2/2024,2/3/2023,8/4/2023,FALSE,TRUE,602092,526977,102057,0,13187,0,7.53,2577,1239,19,108777,222,9209,9414,12.05593832,9446,710,602,0,0,0,0,0,0,0,0,0,2036,1661,1231,0,0,0,7,3008,1347,5190,469,790,4789,152,4049,0,1903,0,0,0,0,13362,6,2,338,338,4,0.91,524,1,0,0,0,0,8388,10.74,3857,4.94,3961,5.07,0,0,0,0,273,2027,3,0,12,8,33651,26850,34,31,34690,0,0,44.43,34690,44.43,75530,0,0,96.73,75530,96.73,78086,53615,0,0,68.66,52440,67.16,1175,1.5,1179,21972,0,0,28.14,21634,27.71,59623,62278,79.76,0,0,76.36,59623,76.36,63613,67760,87,58,26245,0,0,33.61,25500,32.66,745,0.95,9,12.08,0,765,1285,2185,3,1,0,0,0,5887,0,9570,29221,26000,62496,108578,221829,206387,19760,6942,34125.3392,172262.0408,77.66,0,iMIS,1075,0,0,0,4616,716,715,202,202,204,170,48.87,23.74
4327,380201,Aquinas High School,3/21/2024,3/22/2024,3/24/2023,9/22/2023,FALSE,FALSE,38826,25752,14394,0,647,0,6.72,1720,755,41,14241,84,2134,2191,25.42648253,2219,149,153,0,0,0,0,0,0,0,0,0,451,620,369,1025,0,0,6,494,194,1854,238,150,1351,102,1107,1304,553,0,0,0,0,698,34,13,1243,1243,26,1.73,3812,44,27,1,1,0,136,1.58,246,2.85,29,0.34,22,24,0,0,1537,1765,20,11,25,15,730,0,0,5,3567,3,0.03,41.39,3564,41.36,8085,0,0,93.83,8085,93.83,8617,4617,1,0.01,53.58,4553,52.84,63,0.73,241,2566,2,0.02,29.78,1321,15.33,5156,5661,65.7,0,0,59.84,5156,59.84,5810,6304,73,41,2652,0,0,30.78,2616,30.36,36,0.42,16,25.74,0,3,112,118,1,1,0,0,0,262,0,853,2750,3250,8040,10426,52612,49401,0,488,4658.8892,44742.2008,85.04,0,Results Plus,483,0,0,0,1186,334,334,47,47,48,42,53.45,12.57
4329,380401,William Penn University,2/29/2024,3/29/2024,3/31/2023,9/29/2023,FALSE,FALSE,186717,176010,23675,0,2246,0,11.78,2407,1172,6,24319,62,2307,2367,11.34707574,2369,279,291,0,0,0,0,0,0,0,0,0,1438,0,0,1313,0,0,0,1100,266,1852,178,312,1549,61,1413,1589,584,0,0,0,0,2277,14,7,1128,1128,8,1.34,137,1,1,0,0,0,1252,6,2175,10.43,888,4.26,990,1087,5,4,3,62,0,0,11,9,2803,2421,12,12,15654,114,0.55,75.04,15540,74.5,19082,0,0,91.48,19082,91.48,20860,15949,0,0,76.46,15415,73.9,534,2.56,288,12358,94,0.45,59.24,11136,53.38,15455,15864,76.05,0,0,74.09,15455,74.09,17687,17888,86,73,7256,0,0,34.78,6910,33.13,346,1.66,10,11.36,1,32,330,355,2,1,0,0,0,1092,0,0,13170,6846,19855,24282,107290,100050,0,301,7690.4916,92359.8384,86.08,0,CAMS Enterprise,279,0,0,0,1602,456,456,93,93,93,83,67.62,18.2
4330,380501,Westminster College,12/14/2024,3/15/2024,3/10/2023,9/8/2023,TRUE,FALSE,242555,183922,58633,0,4015,0,15.79,2075,1005,10,25983,60,3746,3804,15.34180278,3808,601,524,0,0,0,0,0,0,0,0,0,958,1358,814,2389,0,0,29,3062,565,2706,223,403,2929,74,2223,2801,772,0,0,0,0,4113,122,150,4178,1298,50,2.42,99,0,0,0,0,850,1042,4.2,820,3.31,1889,7.62,33,33,0,0,915,1254,5,4,15,14,953,0,0,4,19535,0,0,78.79,19535,78.79,23416,0,0,94.44,23416,94.44,24795,19818,0,0,79.93,19722,79.54,96,0.39,568,12447,0,0,50.2,11149,44.96,18021,18543,74.79,0,0,72.68,18021,72.68,19518,19974,81,75,9673,0,0,39.01,9609,38.75,64,0.26,15,15.35,0,88,659,817,3,3,0,0,0,411,1631,5726,14819,9693,23028,25948,203669,190619,0,990,18970.6852,171647.8448,84.28,0,Colleague,525,0,0,0,2732,707,704,246,245,245,221,71.74,31.26
