SchoolID,AllSchoolInfoSchoolID,SchoolName,ActualShipDate,EstBookShipDate,MarketingStartDate,MarketingEndDate,IsDonorProject,IsMemberProject,AlumniTouchConsolidatedCount,AlumniTouchConsolidatedEmailCount,AlumniTouchConsolidatedPostcardCount,BEMLOptOutCount,HomeEmailBouncedCount,BusinessEmailBouncedCount,BuyersToRespondentsPercentage,MatchingHouseholdCandidates,MatchingHouseholdUniqueAddresses,MatchingHouseholdUniqueAddressesMoreThan2Candidates,MKTGSummaryAlumniCount,MKTGSummaryAlumniDeceasedRespondentsCount,MKTGSummaryAlumniLivingRespondentsCount,MKTGSummaryAlumniOriginalMarketableRespondentsCount,MKTGSummaryAlumniOriginalMarketableResponseRate,MKTGSummaryAlumniRespondentsCount,MKTGSummaryBuyersCount,MKTGSummarySalesCount,NumberOfBusinessAddressesAdded,NumberOfBusinessAddressesUpdated,NumberOfBusinessAddressesVerified,NumberOfBusinessEmailsUpdated,NumberOfBusinessEmailsVerified,NumberOfBusinessPhoneNumbersAdded,NumberOfBusinessEmailsAdded,NumberOfBusinessPhoneNumbersUpdated,NumberOfBusinessPhoneNumbersVerified,NumberOfCellPhoneNumbersAdded,NumberOfCellPhoneNumbersUpdated,NumberOfCellPhoneNumbersVerified,NumberOfEmployerNamesAdded,NumberOfEmployerNamesUpdated,NumberOfEmployerNamesVerified,NumberOfHomeAddressesAdded,NumberOfHomeAddressesNCOAUpdated,NumberOfHomeAddressesUpdated,NumberOfHomeAddressesVerified,NumberOfHomeEmailsAdded,NumberOfHomeEmailsUpdated,NumberOfHomeEmailsVerified,NumberOfHomePhoneNumbersAdded,NumberOfHomePhoneNumbersUpdated,NumberOfJobTitlesAdded,NumberOfHomePhoneNumbersVerified,NumberOfJobTitlesUpdated,NumberOfJobTitlesVerified,OptOutPercentage,OriginalBusinessEmailBouncedCount,OriginalHomeEmailBouncedCount,ThirdPartyAppendBouncedContributingEmailCount,ThirdPartyAppendContributingEmailBuyerCount,ThirdPartyAppendEmailCandidateContributingEmailCount,ThirdPartyAppendEmailCandidateCount,ThirdPartyAppendNonContributingEmailCount,TotalAlumniBuyersToOrigMarketable,TotalAlumniDeceased,TotalAlumniDeceasedOMRatio,TotalAlumniDeceasedRatio,TotalAlumniDeceasedRespondentsOMRatio,TotalAlumniDeceasedRespondentsRatio,TotalAlumniDonor,TotalAlumniDoNotEmail,TotalAlumniDoNotEmailToOrigMarketable,TotalAlumniDoNotMail,TotalAlumniDoNotMailToOrigMarketable,TotalAlumniDoNotPhone,TotalAlumniDoNotPhoneToOrigMarketable,TotalAlumniDoNotPrint,TotalAlumniDoNotPrintCL,TotalAlumniDoNotPrintCLOMRatio,TotalAlumniDoNotPrintRatio,TotalAlumniIncompleteContactInfo,TotalAlumniIncompleteContactInfoCL,TotalAlumniIncompleteContactInfoCLOMRatio,TotalAlumniIncompleteContactInfoRatio,TotalAlumniLivingRespondentsOMRatio,TotalAlumniLivingRespondentsRatio,TotalAlumniLost,TotalAlumniLostCL,TotalAlumniLostCLOMRatio,TotalAlumniLostRatio,TotalAlumniOriginalEmailable,TotalAlumniOriginalEmailableINTL,TotalAlumniOriginalEmailableINTLToOrigMarketable,TotalAlumniOriginalEmailableToOrigMarketable,TotalAlumniOriginalEmailableUSorCAN,TotalAlumniOriginalEmailableUSorCANToOrigMarketable,TotalAlumniOriginalMailable,TotalAlumniOriginalMailableINTL,TotalAlumniOriginalMailableINTLToOrigMarketable,TotalAlumniOriginalMailableToOrigMarketable,TotalAlumniOriginalMailableUSorCAN,TotalAlumniOriginalMailableUSorCANToOrigMarketable,TotalAlumniOriginalMarketable,TotalAlumniOriginalPhonable,TotalAlumniOriginalPhonableINTL,TotalAlumniOriginalPhonableINTLToOrigMarketable,TotalAlumniOriginalPhonableToOrigMarketable,TotalAlumniOriginalPhonableUSorCAN,TotalAlumniOriginalPhonableUSorCANToOrigMarketable,TotalAlumniOriginalRestrictedPhonable,TotalAlumniOriginalRestrictedPhonableToOrigMarketable,TotalAlumniPriorBuyer,TotalAlumniRemainingEmailable,TotalAlumniRemainingEmailableINTL,TotalAlumniRemainingEmailableINTLToOrigMarketable,TotalAlumniRemainingEmailableToOrigMarketable,TotalAlumniRemainingEmailableUSorCAN,TotalAlumniRemainingEmailableUSorCANToOrigMarketable,TotalAlumniRemainingMailable,TotalAlumniRemainingMailableCL,TotalAlumniRemainingMailableCLToOrigMarketable,TotalAlumniRemainingMailableINTL,TotalAlumniRemainingMailableINTLToOrigMarketable,TotalAlumniRemainingMailableToOrigMarketable,TotalAlumniRemainingMailableUSorCAN,TotalAlumniRemainingMailableUSorCANToOrigMarketable,TotalAlumniRemainingMarketableCandidates,TotalAlumniRemainingMarketableCandidatesCL,TotalAlumniRemainingMarketableCandidatesCLOMRatio,TotalAlumniRemainingMarketableCandidatesRatio,TotalAlumniRemainingPhonable,TotalAlumniRemainingPhonableINTL,TotalAlumniRemainingPhonableINTLToOrigMarketable,TotalAlumniRemainingPhonableToOrigMarketable,TotalAlumniRemainingPhonableUSorCAN,TotalAlumniRemainingPhonableUSorCANToOrigMarketable,TotalAlumniRemainingRestrictedPhonable,TotalAlumniRemainingRestrictedPhonableToOrigMarketable,TotalAlumniRespondentsRatio,TotalAlumniRespondentsToOrigMarketable,TotalAlumniStaff,TotalAlumniVIP,TotalAlumniUncontactable,TotalAlumniUncontactableCL,TotalAlumniUncontactableCLOMRatio,TotalAlumniUncontactableRatio,TotalConstituentsWithClientOriginatedEmployerName,TotalConstituentsWithClientOriginatedJobTitle,TotalConstituentsWithInValidClientOriginatedBusinessEmails,TotalConstituentsWithInValidClientOriginatedHomeEmails,TotalConstituentsWithValidClientOriginatedBusinessPhones,TotalConstituentsWithValidClientOriginatedCellPhones,TotalConstituentsWithValidClientOriginatedHomeEmails,TotalConstituentsWithValidClientOriginatedHomePhones,TotalMarketedTo,TotalNonDeceasedRecords,TotalPCIAmountOrders,TotalPCIAmountPaid,TotalPCIMemDonOrders,TotalPostcardBuncedCandidateCount,TotalPostcardCost,TotalPostcardProfit,TotalPostcardProfitPercentage,ValidClientOriginatedBusinessEmails,ClientDatabaseName,NoProductPitch,OneProductPitch,TwoOrMoreProductPitch,ProductPitchRate,TotalStoriesCollected,TotalStoriesToBePublished,TotalStoriesCompleted,TotalPhotoSubmissions,TotalHasPhotoSubmission,TotalPhotosSubmitted,TotalConstituentsWithPhotoAndIncludedInBook,StoriesToRespondents %,Photos To Stories In Book %
2985,247801,The Agnes Irwin School,11/25/2019,10/4/2019,10/5/2018,4/12/2019,FALSE,FALSE,27084,15963,11121,0,129,3,18.73,293,138,3,6067,19,1668,1672,45.36082474,1687,316,325,215,313,191,0,0,138,306,194,144,492,92,638,414,352,414,5,339,383,1151,298,143,1062,46,618,624,781,417,347,0,1,111,125,28,412,397,55,8.57,1375,37,23,1,0,0,73,1.98,709,19.23,143,3.88,0,0,0,0,36,46,1,1,45,27,942,849,23,16,2195,14,0.38,59.55,2181,59.17,3334,0,0,90.45,3334,90.45,3686,2894,0,0,78.51,2888,78.35,6,0.16,0,1253,12,0.33,33.99,844,22.9,1660,1767,47.94,0,0,45.04,1660,45.04,1940,2010,55,32,1357,0,0,36.81,1352,36.68,5,0.14,28,45.77,14,41,87,100,3,1,1499,1505,0,462,335,822,2067,1915,3618,4619,74679,74430,0,72,3279.6,71150.39,95.28,0,Raiser's Edge v7.95 or later,,,,,,,,0,,,,,
2986,247901,Buckley Country Day School,8/27/2019,6/3/2019,8/3/2018,1/11/2019,FALSE,FALSE,10616,6747,3869,0,122,1,23.16,208,96,3,2282,8,441,445,27.8125,449,104,107,95,0,0,1,2,52,59,38,22,202,39,32,242,0,0,0,6,134,295,107,85,192,4,174,309,237,0,0,0,0,135,112,18,241,202,24,6.5,190,12,8,1,0,439,26,1.63,1,0.06,13,0.81,0,0,0,0,1,5,0,0,28,19,548,514,32,24,843,10,0.63,52.69,833,52.06,1364,7,0.44,85.25,1357,84.81,1600,1251,4,0.25,78.19,1232,77,15,0.94,0,648,5,0.31,40.5,441,27.56,889,889,55.56,3,0.19,55.56,886,55.38,1090,1120,70,48,739,3,0.19,46.19,729,45.56,7,0.44,20,28.06,0,69,4,4,0,0,0,0,1,378,164,226,698,952,1579,2124,23935,23555,0,74,1124.1,22431,93.72,12,Raiser's Edge v7.95 or later,,,,,,,,0,,,,,
2987,248001,L'Anse Creuse Public Schools,5/9/2019,5/3/2019,7/6/2018,12/7/2018,FALSE,FALSE,119173,95610,23563,0,2199,45,5.42,11458,4723,421,34753,76,3173,3086,13.75835934,3249,176,205,400,683,370,0,35,256,0,551,238,1837,0,0,757,973,650,0,1716,1322,1379,1440,503,359,198,1666,743,566,1164,724,0,45,2133,501,33,6830,6391,447,0.78,1131,5,3,0,0,0,14,0.06,25,0.11,24,0.11,265,284,1,1,72,286,1,0,14,9,7001,4833,22,20,6414,1,0,28.6,6413,28.59,20880,0,0,93.09,20880,93.09,22430,12880,0,0,57.42,5271,23.5,7609,33.92,0,9878,0,0,44.04,3487,15.55,20918,22107,98.56,0,0,93.26,20918,93.26,23024,24451,109,66,14777,0,0,65.88,10586,47.2,4191,18.68,9,14.49,0,0,11,519,2,0,9009,10688,79,4133,1312,0,4368,3099,25960,35105,30653,30653,0,2100,6617.1,24035.45,78.41,200,Other,,,,,,,,0,,,,,
2989,248201,Glenbard West High School,3/10/2020,3/6/2020,4/26/2019,9/27/2019,FALSE,FALSE,102499,62845,39654,0,145,22,9.46,12567,4549,990,36099,299,3199,3386,17.20178825,3498,331,347,448,388,827,0,0,239,465,540,385,2027,0,0,749,1017,976,0,1524,1154,1897,2533,0,0,174,1325,628,1457,1550,895,0,0,0,4205,136,7259,7034,616,1.68,407,2,1,2,1,0,202,1.03,577,2.93,195,0.99,354,358,2,1,24,536,3,0,16,9,17022,15007,76,47,0,0,0,0,0,0,17331,22,0.11,88.05,17309,87.93,19684,10375,11,0.06,52.71,10190,51.77,174,0.88,0,7034,0,0,35.73,0,0,11365,11591,58.89,0,0,57.74,11365,57.74,14295,15763,80,40,6693,10,0.05,34,6605,33.56,78,0.4,10,17.77,0,0,499,530,3,1,6700,8494,0,1893,1605,0,2718,6211,18442,35453,70370,70227,0,2729,11365.2,58861.4,83.65,0,Excel,,,,,,,,0,,,,,
2991,248401,Alpha Sigma Phi,12/31/2019,11/1/2019,11/2/2018,5/3/2019,TRUE,FALSE,289504,190697,98807,0,445,97,12.93,0,0,0,82591,334,4699,5003,9.137065108,5033,651,625,495,1730,655,45,60,300,676,1551,832,1796,219,1087,3367,0,0,12,4574,851,3523,3259,55,375,92,1694,3805,2422,0,0,0,102,240,5852,301,23169,20543,1148,1.19,21383,39,26,1,0,15711,1350,2.47,2013,3.68,1715,3.13,375,393,1,0,1440,2047,4,2,9,6,7471,3543,6,9,4817,9,0.02,8.8,4808,8.78,52175,0,0,95.29,52175,95.29,54755,34977,0,0,63.88,33535,61.25,1442,2.63,0,24414,7,0.01,44.59,3864,7.06,41284,43180,78.86,0,0,75.4,41284,75.4,45231,48277,88,55,28118,0,0,51.35,27112,49.52,1006,1.84,6,9.19,0,36,1658,1915,4,2,0,0,150,332,9259,7996,4257,23741,45543,63038,139164,138513,2583,4146,29642.1,108871.14,78.23,290,OmegaFi,,,,,,,,0,,,,,
2992,248501,Salus University,5/29/2020,2/14/2020,2/15/2019,8/16/2019,TRUE,FALSE,76138,51950,24188,0,845,349,13.38,637,314,0,14327,44,2475,2509,24.04869165,2519,337,297,199,715,938,184,488,193,415,494,1062,472,169,1230,479,581,1023,4,288,426,1881,436,179,1591,129,626,1946,1102,24,30,0,373,812,1206,84,1425,969,109,3.23,2354,23,16,0,0,136,231,2.21,396,3.8,2342,22.45,5,5,0,0,14,101,1,0,24,17,1249,517,5,9,6930,350,3.35,66.42,6580,63.07,9820,0,0,94.12,9820,94.12,10433,6198,0,0,59.41,6137,58.82,61,0.58,357,4963,263,2.52,47.57,3731,35.76,7346,8271,79.28,0,0,70.41,7346,70.41,7833,8426,81,55,4644,0,0,44.51,4608,44.17,36,0.35,18,24.14,23,96,353,405,4,2,5499,144,517,870,3495,3434,5773,4223,9554,12258,74089,73817,5025,80,7059.3,66757.38,90.1,1538,Raiser's Edge v7.95 or later,,,,,,,,0,,,,,
2993,248601,Kean University,1/27/2020,12/13/2019,12/14/2018,6/21/2019,TRUE,FALSE,715785,567522,148263,0,10453,119,9.43,11425,5478,39,102199,293,10116,10380,11.53640971,10409,982,922,1253,2149,1218,0,0,1399,1428,573,257,4670,208,661,2758,2666,2654,2,1986,1601,7974,2328,1574,4548,635,3247,3822,5064,3053,1872,0,1,10569,17785,495,39169,21746,1240,1.09,3694,4,4,0,0,14247,4391,4.88,2999,3.33,2106,2.34,9,9,0,0,9,186,0,0,11,10,8894,7488,8,9,47613,107,0.12,52.92,47506,52.8,81291,0,0,90.35,81291,90.35,89976,66655,0,0,74.08,66447,73.85,208,0.23,0,53032,79,0.09,58.94,31207,34.68,68297,69826,77.61,0,0,75.91,68297,75.91,76757,77879,87,75,53645,0,0,59.62,53506,59.47,139,0.15,10,11.57,517,38,2427,2534,3,2,23870,21317,1,4329,3421,3288,40910,53881,89391,99861,207009,204646,5325,1964,43036.8,161608.71,78.07,1,Raiser's Edge v7.95 or later,,,,,,,,0,,,,,
2994,248701,Saint Ignatius High School,7/19/2019,6/21/2019,6/22/2018,12/21/2018,FALSE,FALSE,118662,64157,54505,0,581,48,13.13,2954,1326,37,23332,76,5561,5610,33.22278811,5637,740,767,520,1795,1666,0,0,513,1390,1514,1303,1868,312,1654,823,1982,2145,4,552,1017,4204,813,636,3458,158,2273,1139,2516,2175,1749,0,0,562,157,134,2424,1919,162,4.38,5120,30,22,0,0,136,670,3.97,1307,7.74,1468,8.69,3,3,0,0,405,475,3,2,33,24,610,1,0,3,9290,25,0.15,55.02,9265,54.87,16062,0,0,95.12,16062,95.12,16886,14469,3,0.02,85.69,14357,85.02,109,0.65,0,6430,17,0.1,38.08,4494,26.61,10008,10396,61.57,0,0,59.27,10008,59.27,10821,11250,67,46,8559,3,0.02,50.69,8500,50.34,56,0.33,24,33.38,80,0,736,846,5,3,12387,12367,0,1265,4410,3498,8532,9669,15878,18418,163230,162026,0,391,15592.2,146433.45,89.71,3,Raiser's Edge v7.95 or later,,,,,,,,0,,,,,
2995,248801,Wayne Township Education Foundation 2018,4/2/2019,3/6/2019,6/15/2018,12/14/2018,FALSE,FALSE,204086,167950,36136,0,1577,0,5.93,14418,5744,709,48453,273,3692,3846,10.89394969,3965,235,290,439,553,508,0,0,291,0,390,315,2030,0,0,676,1169,1196,0,3067,956,2244,917,541,1268,138,1548,568,1645,1726,1043,0,0,1400,333,38,8128,7363,287,0.67,2645,7,5,1,1,0,701,1.99,1213,3.44,904,2.56,367,385,1,1,829,2584,7,2,10,8,7198,1262,4,15,10543,6,0.02,29.86,10537,29.85,33650,0,0,95.31,33650,95.31,35304,20654,0,0,58.5,2988,8.46,17666,50.04,0,16228,4,0.01,45.97,8861,25.1,29265,32988,93.44,0,0,82.89,29265,82.89,32066,35332,100,66,20698,0,0,58.63,4030,11.42,16668,47.21,8,11.23,132,0,1383,2280,6,3,11158,13385,0,2773,563,0,10196,1870,35673,47384,43962,43489,0,4384,10099.5,33389.66,75.95,0,Excel,,,,,,,,0,,,,,
2996,248901,Cardinal Ritter High School (IN),8/30/2019,8/10/2019,8/10/2018,2/15/2019,FALSE,FALSE,28149,21474,6675,0,583,65,8.22,1152,498,32,5536,9,916,909,18.92173189,925,76,78,225,0,0,55,35,133,126,32,19,518,46,124,625,0,0,16,196,186,645,168,227,420,27,414,724,318,0,0,0,64,618,262,11,1261,905,94,1.58,216,5,4,0,0,0,529,11.01,685,14.26,0,0,3,3,0,0,309,345,7,6,19,17,125,0,0,2,2556,0,0,53.21,2556,53.21,4563,0,0,94.98,4563,94.98,4804,3969,0,0,82.62,454,9.45,3515,73.17,0,1966,0,0,40.92,1061,22.09,2870,2908,60.53,0,0,59.74,2870,59.74,3216,3252,68,58,2891,0,0,60.18,459,9.55,2432,50.62,17,19.25,0,0,742,795,17,13,0,0,106,1008,20,33,1548,314,4736,5639,11242,11118,0,223,1826.4,9292.02,82.65,150,Other,,,,,,,,0,,,,,
2997,249001,Auburn Adventist Academy,6/19/2019,6/21/2019,6/22/2018,12/21/2018,FALSE,FALSE,37016,17627,19389,0,121,0,16.55,1158,523,20,8119,161,1894,2040,29.59524155,2055,340,357,318,0,0,0,0,187,157,0,0,1044,0,0,1161,0,0,2,198,477,1424,617,144,738,88,862,1495,898,0,0,0,0,150,35,56,810,752,118,4.93,461,7,6,2,2,206,18,0.26,46,0.67,37,0.54,34,6,0,0,697,260,4,9,27,23,1091,2101,30,13,1803,6,0.09,26.16,1797,26.07,6711,6,0.09,97.36,6705,97.27,6893,5335,7,0.1,77.4,5170,75,158,2.29,0,1538,4,0.06,22.31,782,11.34,3406,2724,39.52,2,0.03,49.41,3404,49.38,3756,3206,47,46,2333,3,0.04,33.85,2254,32.7,76,1.1,25,29.81,0,0,25,30,0,0,0,0,0,398,0,0,1578,2983,6358,7764,67214,67154,0,1038,5424.6,61729.42,91.84,0,Other,,,,,,,,0,,,,,
2998,249101,Mullen High School (CO),8/27/2019,7/19/2019,7/20/2018,1/18/2019,FALSE,FALSE,45396,31295,14101,0,447,9,10.82,1489,662,20,8557,19,1487,1503,20.57776561,1506,163,173,389,88,72,2,4,227,312,135,115,714,69,246,540,359,300,5,1137,424,809,328,240,766,29,800,642,546,406,223,0,0,455,105,10,960,960,86,2.23,296,4,3,0,0,0,506,6.93,193,2.64,132,1.81,1,1,0,0,505,550,8,6,20,17,581,128,2,7,3222,6,0.08,44.11,3216,44.03,7038,0,0,96.36,7038,96.36,7304,6618,0,0,90.61,6561,89.83,57,0.78,0,2789,4,0.05,38.18,1825,24.99,5069,5306,72.65,1,0.01,69.4,5068,69.39,5467,5866,80,64,4361,1,0.01,59.71,4313,59.05,47,0.64,18,20.62,2,0,201,210,3,2,1576,1470,70,936,434,697,2753,4855,7042,8243,35487,35353,0,534,3947.4,31405.11,88.5,21,Raiser's Edge NXT/Import-o-matic,,,,,,,,0,,,,,
2999,249201,Buffalo Academy of the Sacred Heart,10/4/2019,8/23/2019,8/24/2018,3/1/2019,FALSE,FALSE,45844,31926,13918,0,345,17,11.5,629,295,5,8904,29,2215,2230,36.37846656,2244,258,270,465,0,0,0,0,278,262,0,0,932,80,315,721,531,355,8,188,396,1701,396,385,1012,265,464,1760,1138,0,0,0,0,331,702,94,1667,1082,190,4.21,2072,34,23,0,0,4098,109,1.78,207,3.38,416,6.79,3,0,0,0,663,69,1,7,36,25,197,698,11,2,3121,9,0.15,50.91,3112,50.77,5897,0,0,96.2,5897,96.2,6130,4031,0,0,65.76,4016,65.51,15,0.24,0,2448,4,0.07,39.93,1362,22.22,3315,3427,55.91,0,0,54.08,3315,54.08,3630,3695,60,41,2013,0,0,32.84,2005,32.71,8,0.13,25,36.61,18,21,95,123,2,1,1919,0,0,508,0,614,2713,2888,5970,6888,44937,44937,0,196,3982.5,40954.72,91.14,0,Other,,,,,,,,0,,,,,
3000,249301,Jesuit High School (CA),10/25/2019,8/2/2019,8/3/2018,2/8/2019,FALSE,FALSE,80738,54608,26130,0,585,119,15.89,1642,761,14,10094,4,1815,1816,19.75630983,1819,289,305,385,321,151,74,112,282,348,214,79,883,441,109,771,390,295,15,6,528,1196,321,299,1041,156,756,960,512,389,217,0,124,603,716,52,1585,1166,89,3.14,293,3,3,0,0,3890,74,0.81,308,3.35,269,2.93,1,1,0,0,12,62,1,0,20,18,548,437,5,5,5556,12,0.13,60.44,5544,60.31,8683,0,0,94.46,8683,94.46,9192,5655,0,0,61.52,5645,61.41,10,0.11,0,4712,10,0.11,51.26,3536,38.47,6584,6619,72.01,0,0,71.63,6584,71.63,7143,7204,78,71,4191,0,0,45.59,4185,45.53,6,0.07,18,19.79,23,318,278,278,3,3,2712,2347,297,1233,633,1419,4776,3576,9127,9888,65081,64886,0,271,7282.2,57603.47,88.51,388,Raiser's Edge v7.95 or later,,,,,,,,0,,,,,
3001,249401,Rosati-Kain High School,10/4/2019,9/13/2019,9/14/2018,3/15/2019,TRUE,FALSE,52891,33109,19782,0,162,127,12.63,621,290,6,12256,114,2848,2898,42.38701185,2962,374,343,400,595,185,907,714,250,96,648,194,1393,0,1,1075,632,438,11,599,441,2263,628,231,1387,825,336,1210,419,812,562,0,149,144,707,153,1616,1046,866,5.47,3601,53,29,2,1,111,46,0.67,92,1.35,73,1.07,4,4,0,0,24,74,1,0,42,23,1849,1669,24,15,3077,0,0,45.01,3077,45.01,6615,1,0.01,96.75,6614,96.74,6837,2294,2,0.03,33.55,2247,32.87,45,0.66,0,2385,0,0,34.88,1339,19.58,3455,3548,51.89,11,0.16,50.53,3444,50.37,3767,3896,57,31,2604,9,0.13,38.09,2580,37.74,15,0.22,24,43.32,10,0,49,50,1,0,2533,3869,331,378,857,0,2930,532,6870,8024,65459,65397,5450,268,5759.7,59637.19,91.11,2969,Raiser's Edge v7.95 or later,,,,,,,,0,,,,,
3002,249501,"The National Bowling Association, Inc.",2/19/2020,8/23/2019,8/24/2018,3/1/2019,FALSE,TRUE,205788,140894,64894,0,2546,60,8.07,6064,2863,48,28075,32,6996,7007,27.22010722,7028,567,612,1251,0,0,0,0,847,542,16,20,3868,127,664,4566,0,0,0,2091,442,5772,1196,1546,3178,205,2779,5199,3211,0,0,0,0,2602,3110,267,10691,5392,986,2.2,338,1,1,0,0,0,1372,5.33,1657,6.44,882,3.43,94,98,0,0,47,121,0,0,27,25,853,0,0,3,17183,6,0.02,66.75,17177,66.73,24574,0,0,95.46,24574,95.46,25742,21547,0,0,83.7,20905,81.21,642,2.49,0,15112,4,0.02,58.71,9716,37.74,16671,18172,70.59,0,0,64.76,16671,64.76,18125,18711,73,65,8335,0,0,32.38,8084,31.4,251,0.98,25,27.3,0,0,1590,1779,7,6,0,0,0,2785,70,1325,13899,8880,25412,28043,139190,136744,1134,665,17681.7,119062.66,85.54,0,Other,,,,,,,,248,,,,,
3003,249601,Guerin College Preparatory High School (IL),10/13/2020,6/12/2020,6/14/2019,12/13/2019,FALSE,FALSE,111664,73922,37742,0,1594,19,10.87,2833,1284,40,21875,70,2331,2387,13.75554659,2402,261,267,723,4,5,0,0,426,400,7,0,1375,30,103,1049,518,259,6,655,488,1728,889,262,878,122,970,1140,1022,583,305,0,0,1609,4392,109,5225,4564,407,1.5,573,3,3,0,0,0,44,0.25,240,1.38,53,0.31,9,10,0,0,2389,2535,15,11,13,11,2397,1626,9,11,4285,6,0.03,24.69,4279,24.66,15898,0,0,91.62,15898,91.62,17353,13068,0,0,75.31,12968,74.73,100,0.58,0,6188,4,0.02,35.66,1620,9.34,12491,12650,72.9,0,0,71.98,12491,71.98,14065,14683,85,64,10719,0,0,61.77,10662,61.44,57,0.33,11,13.84,12,0,41,47,0,0,3504,4233,0,1537,16,310,2876,10818,17564,21270,55932,55528,0,1096,10799.1,44729.25,79.97,0,Results Plus,,,,,,,,0,,,,,
3004,249701,Peninsula Catholic High School (VA),12/13/2019,9/20/2019,9/21/2018,3/22/2019,TRUE,FALSE,15981,10343,5638,0,87,2,14.34,675,313,7,3354,12,525,531,21.70004087,537,77,76,94,0,0,0,0,60,63,0,0,261,22,63,347,0,0,2,162,182,301,209,42,162,57,179,407,186,0,0,0,0,80,271,25,858,716,80,3.15,334,14,10,0,0,30,19,0.78,104,4.25,55,2.25,8,8,0,0,204,265,11,6,21,16,478,214,9,14,533,0,0,21.78,533,21.78,2259,0,0,92.32,2259,92.32,2447,1408,0,0,57.54,1389,56.76,19,0.78,0,971,0,0,39.68,255,10.42,1477,1650,67.43,0,0,60.36,1477,60.36,1718,1917,78,51,1036,0,0,42.34,1027,41.97,9,0.37,16,21.95,0,0,75,79,3,2,0,0,0,185,0,112,453,1050,2411,3282,16296,16296,725,234,1518.6,14777.57,90.68,0,DonorPerfect,,,,,,,,0,,,,,
3005,249801,Dominican High School (WI),7/19/2019,6/21/2019,6/22/2018,12/21/2018,FALSE,FALSE,44416,30324,14092,0,453,11,11.38,993,449,21,8346,29,2141,2159,32.19985086,2170,247,250,475,0,0,0,0,359,319,0,0,952,61,322,330,903,584,4,162,412,1633,777,209,849,149,740,361,846,991,596,0,0,442,139,41,1404,1332,213,3.68,442,7,5,0,0,0,31,0.46,83,1.24,60,0.89,1,1,0,0,11,44,1,0,32,26,1266,1137,17,15,2197,7,0.1,32.77,2190,32.66,6323,5,0.07,94.3,6318,94.23,6705,4097,1,0.01,61.1,4053,60.45,43,0.64,0,2115,2,0.03,31.54,781,11.65,4072,4151,61.91,3,0.04,60.73,4069,60.69,4384,4475,67,53,2605,0,0,38.85,2590,38.63,15,0.22,26,32.36,2,0,72,77,1,1,4115,4403,0,969,0,519,1697,3061,6556,7921,41327,41087,0,144,4050,37037.39,89.62,0,Raiser's Edge v7.95 or later,,,,,,,,0,,,,,
3006,249901,St. Mary Central Catholic High School (OH),12/16/2019,10/1/2019,9/28/2018,3/29/2019,FALSE,FALSE,29199,18661,10538,0,169,10,13.11,1270,525,51,6020,81,1574,1632,34.39409905,1655,217,223,350,1,14,0,0,239,180,6,8,856,20,72,1052,41,54,3,564,254,1192,674,149,393,126,591,1240,718,36,42,0,0,162,428,97,1548,1424,245,4.57,805,17,13,2,1,0,17,0.36,60,1.26,11,0.23,4,4,0,0,5,43,1,0,33,26,716,496,10,12,970,0,0,20.44,970,20.44,4568,0,0,96.27,4568,96.27,4745,3474,0,0,73.21,3426,72.2,48,1.01,0,1725,0,0,36.35,301,6.34,2610,2733,57.6,0,0,55.01,2610,55.01,2833,3013,64,47,2078,0,0,43.79,2062,43.46,16,0.34,27,34.88,5,0,2,4,0,0,159,136,0,591,14,82,842,2611,4647,5299,41721,41661,0,261,2853.9,38807.58,93.02,0,Raiser's Edge v7.95 or later,,,,,,,,0,,,,,
3007,250001,Kalamazoo Christian High School (MI),4/23/2020,3/6/2020,3/1/2019,9/6/2019,FALSE,FALSE,38680,25777,12903,0,433,16,9.04,1910,829,63,7402,50,2085,2093,34.67528164,2135,193,194,526,81,42,0,0,299,281,83,35,979,88,265,1284,102,89,11,567,353,1550,1025,147,494,190,583,1600,753,77,53,0,0,357,1033,72,1815,1597,323,3.2,564,9,8,1,1,0,31,0.51,197,3.26,83,1.38,3,3,0,0,2,37,1,0,35,28,897,648,11,12,1287,1,0.02,21.32,1286,21.31,5885,0,0,97.5,5885,97.5,6036,3727,0,0,61.75,3562,59.01,165,2.73,0,1980,0,0,32.8,383,6.35,3507,3740,61.96,0,0,58.1,3507,58.1,3751,3954,66,51,2404,0,0,39.83,2315,38.35,89,1.47,29,35.37,0,0,50,61,1,1,432,277,0,924,99,374,937,2826,5990,6845,40927,40927,0,127,3393.3,37533.24,91.71,0,Raiser's Edge v7.95 or later,,,,,,,,0,,,,,
